table_name	column_name	column_type	column_position	table_type
repeat_customers_cache	total_revenue	Float64	7	MT
repeat_customers_cache	last_updated	DateTime64(3)	8	MT
repeat_customers_dict	klaviyo_public_id	String	1	MT
repeat_customers_dict	customer_email	String	2	MT
repeat_customers_dict	order_count	UInt32	3	MT
repeat_customers_dict	is_repeat	UInt8	4	MT
repeat_customers_dict	total_revenue	Float64	5	MT
segment_ai_trends	klaviyo_public_id	String	1	MT
segment_ai_trends	date	Date	2	MT
segment_ai_trends	segment_id	String	3	MT
segment_ai_trends	segment_name	String	4	MT
segment_ai_trends	total_members	UInt32	5	MT
segment_ai_trends	new_members	UInt32	6	MT
segment_ai_trends	removed_members	UInt32	7	MT
segment_ai_trends	daily_change	Int32	8	MT
segment_ai_trends	growth_rate_pct	Float32	9	MT
segment_ai_trends	ma_7day_growth_rate	Float32	10	MT
segment_ai_trends	wow_member_change_pct	Float32	11	MT
segment_ai_trends	mom_member_change_pct	Float32	12	MT
segment_ai_trends	is_growing	UInt8	13	MT
segment_ai_trends	is_shrinking	UInt8	14	MT
segment_ai_trends	growth_label	String	15	MT
segment_ai_trends	updated_at	DateTime	16	MT
segment_metadata	klaviyo_public_id	String	1	MT
segment_metadata	segment_id	String	2	MT
segment_metadata	segment_name	String	3	MT
segment_metadata	segment_type	String	4	MT
segment_metadata	is_dynamic	UInt8	5	MT
segment_metadata	is_active	UInt8	6	MT
segment_metadata	member_count	UInt32	7	MT
segment_metadata	created_at	DateTime64(3)	8	MT
segment_metadata	updated_at	DateTime64(3)	9	MT
segment_metadata	last_processed	DateTime64(3)	10	MT
segment_statistics	date	Date	1	MT
segment_statistics	klaviyo_public_id	String	2	MT
segment_statistics	segment_id	String	3	MT
segment_statistics	segment_name	String	4	MT
segment_statistics	store_public_ids	Array(String)	5	MT
segment_statistics	members_count	UInt32	6	MT
segment_statistics	new_members	UInt32	7	MT
segment_statistics	removed_members	UInt32	8	MT
segment_statistics	daily_change	Int32	9	MT
segment_statistics	total_members	UInt32	10	MT
segment_statistics	conversion_value	Float64	11	MT
segment_statistics	updated_at	DateTime64(3)	12	MT
segment_statistics	tag_ids	Array(String)	13	MT
segment_statistics	tag_names	Array(String)	14	MT
segment_statistics_latest	klaviyo_public_id	String	1	VIEW
segment_statistics_latest	date	Date	2	VIEW
segment_statistics_latest	segment_id	String	3	VIEW
segment_statistics_latest	segment_name	String	4	VIEW
segment_statistics_latest	store_public_ids	Array(String)	5	VIEW
segment_statistics_latest	tag_ids	Array(String)	6	VIEW
segment_statistics_latest	tag_names	Array(String)	7	VIEW
segment_statistics_latest	total_members	UInt32	8	VIEW
segment_statistics_latest	members_count	UInt32	9	VIEW
segment_statistics_latest	new_members	UInt32	10	VIEW
segment_statistics_latest	removed_members	UInt32	11	VIEW
segment_statistics_latest	daily_change	Int32	12	VIEW
segment_statistics_latest	conversion_value	Float64	13	VIEW
segment_statistics_latest	last_updated	DateTime64(3)	14	VIEW
tag_performance	klaviyo_public_id	String	1	MT
tag_performance	tag	String	2	MT
tag_performance	total_products	UInt32	3	MT
tag_performance	total_revenue	Float64	4	MT
tag_performance	total_orders	UInt32	5	MT
tag_performance	unique_customers	UInt32	6	MT
tag_performance	avg_product_price	Float64	7	MT
tag_performance	revenue_per_product	Float64	8	MT
tag_performance	updated_at	DateTime	9	MT
